300,0.728,412.087912
600,1.408,441.826215
900,2.087,442.477876
1200,2.779,434.153401
1500,3.502,414.937759
1800,4.204,427.960057
2100,4.907,426.742532
2400,5.594,437.317784
2700,6.288,432.900433
3000,6.988,429.184549
3300,7.685,430.416069
3600,8.400,420.168067
3900,9.119,417.827298
4200,9.820,428.571429
4500,10.515,431.654676
4800,11.220,426.742532
5100,11.929,423.131171
5400,12.630,428.571429
5700,13.330,429.799427
6000,14.014,438.596491
6300,14.727,421.940928
6600,15.431,426.742532
6900,16.120,436.046512
7200,16.801,441.176471
7500,17.476,444.444444
7800,18.184,424.328147
8100,18.884,429.184549
8400,19.583,429.799427
8700,20.297,420.757363
9000,21.007,423.131171
9300,21.713,425.531915
9600,22.431,418.410042
9900,23.131,429.184549
10200,23.840,423.728814
10500,24.537,431.034483
10800,25.239,427.960057
11100,25.958,417.246175
11400,26.672,421.348315
11700,27.366,432.900433
12000,28.066,428.571429
12300,28.764,430.416069
12600,29.476,421.940928
12900,30.146,448.430493
13200,30.857,422.535211
13500,31.548,434.153401
13800,32.258,423.131171
14100,32.947,436.046512
14400,33.643,431.654676
14700,34.342,429.799427
15000,35.020,442.477876
15300,35.734,421.348315
15600,36.460,413.223140
15900,37.155,432.276657
16200,37.882,413.223140
16500,38.586,426.742532
16800,39.296,423.131171
17100,40.014,417.827298
17400,40.721,424.929178
17700,41.443,416.088766
18000,42.145,428.571429
18300,42.837,434.153401
18600,43.552,420.168067
18900,44.277,414.937759
19200,44.986,423.728814
